Query,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
SELECT * FROM additional WHERE writing NOT BETWEEN 'any' AND 'peace',4,0,4,0,0,11,4,0,0,6,7,0,0,0,0,0,1,53,0,4,0
lepine,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0
SELECT * FROM origin WHERE sudden = 'least'  OR least = 'solid',4,0,4,0,0,12,4,2,0,3,6,0,0,0,0,0,1,44,0,4,0
SELECT our ( s )  FROM cut,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0
SELECT * FROM student WHERE third = 'mistake'  OR came = 'seems',4,0,4,0,0,12,2,0,0,1,4,0,0,0,0,0,1,45,0,4,0
SELECT * FROM leaf WHERE second = 'suddenly'  AND City = 'suit',4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,44,0,4,0
50549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
cherwin4@xavipetit.mu,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,18,1,0,0
22416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
sanabria,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
greaves3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
SELECT * FROM seen WHERE listen BETWEEN '1996-07-01' AND '1996-07-31',4,0,8,0,0,10,2,0,0,3,8,0,0,0,0,0,1,35,16,4,0
UPDATE `wp_options` SET `option_value`  =  '0' WHERE `option_name`  =  'medium_large_size_h',4,0,4,0,0,10,3,0,0,0,2,0,0,0,0,0,1,60,1,4,0
SELECT COUNT ( simplestID ) FROM here,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,29,0,0,0
"   SELECT choice, corn, struck FROM major WHERE machine  IS NULL",0,0,2,0,0,10,4,0,0,3,3,1,0,0,0,0,1,49,0,0,0
DELETE FROM explain WHERE development = 'is',2,0,2,0,0,7,1,1,0,1,2,0,0,0,0,0,1,35,0,2,0
barcones,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
SELECT COUNT ( motion )  FROM topic,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,26,0,0,0
01632755p,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
.lapidosa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
o+bispar,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0
"calle abeto, 187,",0,0,2,0,0,3,1,1,0,1,1,0,0,0,0,0,1,10,3,0,0
SELECT TOP 3 * FROM musical,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,20,1,0,0
SELECT equally FROM gate UNION SELECT mouth FROM itself ORDER BY car,0,0,0,0,0,12,7,0,0,2,2,0,0,0,0,0,2,57,0,0,0
SELECT COUNT ( excellent )  FROM dropped,0,0,2,0,0,7,1,1,0,0,0,0,0,0,0,0,2,31,0,0,0
nichol,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SELECT * FROM Customers  WHERE City LIKE '[a-c]%';,2,0,6,0,0,8,2,0,1,1,4,0,0,0,0,0,1,34,0,2,0
SELECT month ( s )  FROM on SELECT electricity ( s ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,36,0,0,0
"  UPDATE daughter SET doubt =  'door', City =  'told' WHERE factor =  outline",4,0,5,0,0,13,6,0,0,3,6,0,0,0,0,0,1,52,0,4,0
"  SELECT just,bridge FROM sang WHERE form = 'enter' UNION SELECT mean, can FROM anyone",2,0,4,0,0,14,6,0,0,2,3,0,0,0,0,0,2,66,0,2,0
"cabaeros, 131",0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0
"  SELECT * FROM plan WHERE almost NOT IN  ( 'am', 'alike', 'particularly' )  ",6,0,10,0,0,13,3,0,0,3,4,0,0,0,0,0,1,49,0,6,0
SELECT TOP 3 * FROM announced WHERE cream = 'school',2,0,2,0,0,10,1,0,0,0,2,0,0,0,0,0,1,38,1,2,0
4.61733E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
alh4a3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
hsien,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"  SELECT STR_TO_DATE ( ""August,5,2017"", ""%M %e %Y"" ) ;",0,4,10,0,0,9,1,0,3,0,3,0,0,0,0,0,1,24,5,4,0
benito@mayoriasilenciosa.mu,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,25,0,0,0
SELECT * FROM composition ORDER BY enough,0,0,0,0,0,7,3,0,0,1,2,0,0,0,0,0,1,34,0,0,0
"  SELECT suitID AS ID, nervous AS store FROM crop",0,0,1,0,0,9,2,2,0,1,1,0,0,0,0,0,1,38,0,0,0
chamberlin@nikemujeres.py,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,23,0,0,0
manzanares bruguer,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
SELECT TOP 3 * FROM moving,0,0,0,0,0,6,2,0,0,1,2,0,0,0,0,0,1,19,1,0,0
SELECT * FROM early 3,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,15,1,0,0
"  SELECT Orders.beautyrID, Employees.yellow, Employees.parts FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.tinID ORDER BY Orders.richID",0,0,8,0,0,15,10,0,0,7,8,0,0,0,0,0,1,129,0,0,0
SELECT standard FROM shoot UNION ALL SELECT flies FROM saved ORDER BY children,0,0,0,0,0,13,8,0,0,4,4,0,0,0,0,0,2,66,0,0,0
c/ pirucha s/n 4-e,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,0,0,11,1,0,0
teruel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
melucci,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
" SELECT * FROM choose ORDER BY finger, entirely",0,0,1,0,0,8,4,0,0,2,3,0,0,0,0,0,1,37,0,0,0
fabres jordi,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,11,0,0,0
painter.stovin@tetdevelocidad.bn,0,0,2,0,0,1,2,0,0,2,2,0,0,0,0,0,0,29,0,0,0
5154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SELECT AVG ( buried ) FROM golden SELECT SUM ( flies ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,39,0,0,0
5212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
cel65co,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0
desnudez,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
spain@erasmusrooms.bi,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,19,0,0,0
albuminmetro,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,12,0,0,0
SELECT * FROM important WHERE hour = 'increase' LIMIT 3,2,0,2,0,0,10,3,1,0,2,4,0,0,0,0,0,1,41,1,2,0
babasaki,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0
"SELECT * FROM should WHERE electricity BETWEEN ""greater"" AND    ""impossible""",0,4,4,0,0,10,2,0,0,3,4,0,0,0,0,0,1,59,0,4,0
04492457m,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
SELECT * FROM vertical  WHERE mix NOT LIKE '[grown]%',2,0,4,0,0,9,2,0,1,2,4,0,0,0,0,0,1,38,0,2,0
cu2tre8a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
"  SELECT Orders.experimentrID, Employees.why, Employees.biggest FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.describeID ORDER BY Orders.instrumentID",0,0,8,0,0,15,11,0,0,7,8,0,0,0,0,0,1,143,0,0,0
SELECT AVG ( cookies ) FROM branch SELECT SUM ( property ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,43,0,0,0
"SELECT ADDDATE ( ""2017-06-15 09:34:21"", INTERVAL -3 HOUR ) ;",0,2,11,0,0,10,2,0,0,1,4,0,0,0,0,0,1,25,15,2,0
nakanishi@mariposasentudia.ec,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0
tordera savall,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,13,0,0,0
SELECT * FROM  ( SELECT care FROM yesterday ) ,0,0,2,0,0,9,2,0,0,0,1,0,0,0,0,0,2,33,0,0,0
"  SELECT Orders.clearrID, Employees.dull, Employees.corn FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.locateID ORDER BY Orders.jumpID",0,0,8,0,0,15,10,1,0,7,8,0,0,0,0,0,1,128,0,0,0
barceo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SELECT TOP 3 * FROM radio SELECT * FROM pipe 3SELECT * FROM quickly,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,0,3,49,2,0,0
SELECT * FROM breathe WHERE map = 'success' LIMIT 3,2,0,2,0,0,10,1,0,0,0,2,0,0,0,0,0,1,37,1,2,0
SELECT TOP 3 * FROM has WHERE frequently = 'slipped',2,0,2,0,0,10,1,1,0,0,2,0,0,0,0,0,1,38,1,2,0
SELECT * FROM end WHERE empty NOT BETWEEN 'oxygen' AND 'everywhere',4,0,4,0,0,11,2,0,0,4,5,0,0,0,0,0,1,52,0,4,0
SELECT COUNT ( made ) FROM promised,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,27,0,0,0
SELECT * FROM stopped ORDER BY hall,0,0,0,0,0,7,4,0,0,2,3,0,0,0,0,0,1,28,0,0,0
capers@innovaris.fr,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,17,0,0,0
7553,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SELECT Count ( * )  AS cause,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,18,0,0,0
9.45394E+14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
SELECT TOP 3 * FROM hill WHERE there = 'torn',2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,31,1,2,0
" SELECT column_name ( s )  FROM plain,amount",0,0,3,0,0,7,2,0,0,1,1,0,0,0,0,0,1,32,0,0,0
SELECT * FROM cap WHERE shape BETWEEN lie09/01/1996blanket AND farmer15/31/1996position,0,0,0,0,0,10,2,0,0,3,8,0,0,0,0,0,1,57,16,0,0
"c/ san guillermo, 182",0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,13,3,0,0
SELECT dish ( s )  FROM bread UNION ALL,0,0,2,0,0,9,4,0,0,1,1,0,0,0,0,0,1,28,0,0,0
shanir,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
SELECT LOWER ( CustomerName )  AS LowercaseCustomerName FROM Customers;,0,0,3,0,0,9,1,2,0,0,0,0,0,0,0,0,1,59,0,0,0
SELECT COUNT ( bee ) FROM palace,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,24,0,0,0
follosas,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0
5.85437E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
SELECT COUNT ( production )  FROM since,0,0,2,0,0,7,2,0,0,1,1,0,0,0,0,0,1,30,0,0,0
" SELECT * FROM farmer ORDER BY carried ASC, replace DESC",0,0,1,0,0,10,5,1,0,1,2,0,0,0,0,0,1,44,0,0,0
SELECT clearly ( s )  FROM massage SELECT double ( s ) ,0,0,4,0,0,12,2,2,0,0,0,0,0,0,0,0,2,38,0,0,0
keseris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
"   SELECT CustomerName, ContactName, AddressFROM CustomersWHERE Address   IS NOT NULL;",0,0,3,0,0,9,1,0,0,1,1,1,0,0,0,0,1,70,0,0,0
renoir@cocheacoche.fk,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
verrilli,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
SELECT dream ( s )  FROM folks SELECT fewer ( s ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,33,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_type_3146' LIMIT 1,2,0,2,0,0,10,1,0,0,0,1,0,0,0,0,0,1,68,5,2,0
SELECT TOP 3 * FROM through WHERE thousand = 'slow',2,0,2,0,0,10,2,0,0,2,4,0,0,0,0,0,1,37,1,2,0
SELECT TOP 3 * FROM pull SELECT * FROM discover 3SELECT * FROM canal,0,0,0,0,0,14,3,0,0,0,3,0,0,0,0,0,3,50,2,0,0
SELECT price ( s )  FROM office SELECT real FROM broad,0,0,2,0,0,11,2,0,0,0,0,0,0,0,0,0,2,41,0,0,0
3902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SELECT TOP 3 * FROM hot,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,16,1,0,0
SELECT surprise ( s ) FROM examine INNER JOIN,0,0,2,0,0,9,5,0,0,3,3,0,0,0,0,0,1,35,0,0,0
terhune@multireform.tn,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,20,0,0,0
SELECT * FROM nothing WHERE social = 'simply' LIMIT 3,2,0,2,0,0,10,2,0,0,2,4,0,0,0,0,0,1,39,1,2,0
SELECT weather ( s )  FROM out SELECT am ( s ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,30,0,0,0
7.68627E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
SELECT AVG ( cent )  FROM slipped  SELECT SUM ( mind ) ,0,0,4,0,0,12,3,0,0,1,1,0,0,0,0,0,2,37,0,0,0
SELECT AVG ( bat ) FROM earn,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,1,20,0,0,0
SELECT metal FROM certain UNION ALL SELECT twenty FROM seat ORDER BY probably,0,0,0,0,0,13,8,0,0,3,3,0,0,0,0,0,2,65,0,0,0
SELECT * FROM chicken WHERE strike = 'leather' FETCH FIRST 3 ROWS ONLY,2,0,2,0,0,13,1,0,0,0,2,0,0,0,0,0,1,53,1,2,0
SELECT * FROM  ( SELECT funny FROM tiny ) ,0,0,2,0,0,9,3,0,0,1,2,0,0,0,0,0,2,29,0,0,0
SELECT * FROM compare WHERE journey = 'improve'  AND City = 'trick',4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,48,0,4,0
9.49221E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
dillard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SELECT City FROM Suppliers ORDER BY City;,0,0,1,0,0,7,3,0,0,1,1,0,0,0,0,0,1,34,0,0,0
SELECT EXP ( 1 ) ;,0,0,3,0,0,6,1,0,0,0,0,0,0,0,0,0,1,9,1,0,0
"  SELECT LEFT ( ""SQL Tutorial"", 3 )  AS ExtractString;",0,2,6,0,0,9,3,1,0,2,2,0,0,0,0,0,1,36,1,2,0
c/ hermanos pinzon 178,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,15,3,0,0
dropin8,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,6,1,0,0
"  SELECT powder AS rate, automobile AS [men]  FROM chose",0,0,3,0,0,9,1,2,0,0,0,0,0,0,0,0,1,42,0,0,0
correch climent,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,14,0,0,0
SELECT find FROM small UNION SELECT lose FROM tears ORDER BY harder,0,0,0,0,0,12,8,0,0,3,3,0,0,0,0,0,2,56,0,0,0
SELECT AVG ( spider ) FROM group SELECT SUM ( appropriate ) ,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,0,2,44,0,0,0
6448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SELECT support ( s )  FROM new FULL OUTER JOIN,0,0,2,0,0,10,4,0,0,2,2,0,0,0,0,0,1,34,0,0,0
SELECT MIN ( positive )  AS soap FROM doubt,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,32,0,0,0
celio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SELECT invented ( s )  FROM rays UNION,0,0,2,0,0,8,4,0,0,1,1,0,0,0,0,0,1,28,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  'wpassetcleanup_global_unload' LIMIT 1,2,0,2,0,0,10,3,1,0,0,1,0,0,0,0,0,1,76,1,2,0
46562846j,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
SELECT option_value FROM wp_options WHERE option_name  =  'kc_optimized' LIMIT 1,2,0,2,0,0,10,1,0,0,0,1,0,0,0,0,0,1,61,1,2,0
SELECT * FROM finger WHERE magnet NOT BETWEEN 'common' AND 'lucky',4,0,4,0,0,11,3,0,0,5,6,0,0,0,0,0,1,51,0,4,0
"c/ benasau, 196, 10?h",0,0,3,0,0,4,0,1,0,0,1,0,0,0,0,0,0,9,5,0,0
06918701w,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0
bonfiglio cabanas,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0
SELECT * FROM recall WHERE motor = 'officer' FETCH FIRST 3 ROWS ONLY,2,0,2,0,0,13,3,1,0,2,4,0,0,0,0,0,2,51,1,2,0
grifeo@lalectura.af,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
SELECT * FROM new WHERE cloth = 'daughter'  AND City = 'given',4,0,4,0,0,12,2,0,0,2,5,0,0,0,0,0,1,43,0,4,0
a24a70re8a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0
SELECT * FROM alone WHERE never BETWEEN act09/01/1996say AND keep15/31/1996meat,0,0,0,0,0,10,2,0,0,3,8,0,0,0,0,0,1,49,16,0,0
SELECT tears FROM whistle,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,22,0,0,0
SELECT AVG ( perhaps )  FROM deal  SELECT SUM ( somehow ) ,0,0,4,0,0,12,2,0,0,1,1,0,0,0,0,0,2,40,0,0,0
"SELECT * FROM mother WHERE improve BETWEEN ""greatest"" AND    ""circle""",0,4,4,0,0,10,2,0,0,3,4,0,0,0,0,0,1,52,0,4,0
"  SELECT EXTRACT ( MONTH FROM ""2017-06-15"" ) ;",0,2,7,0,0,8,1,0,0,0,2,0,0,0,0,0,1,22,8,2,0
"  SELECT ADDTIME ( ""2017-06-15 09:34:21.000001"", ""2:10:5.000003"" ) ;",0,4,16,0,0,8,1,0,0,0,2,0,0,0,0,0,1,13,30,4,0
limburg@estoespresto.cd,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
" SELECT * FROM change ORDER BY labor ASC, especially DESC",0,0,1,0,0,10,7,1,0,3,4,0,0,0,0,0,1,45,0,0,0
SELECT TOP 3 * FROM discovery,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,22,1,0,0
"SELECT DAYOFWEEK ( ""2017-06-15 09:34:21"" ) ;",0,2,9,0,0,7,1,0,0,0,2,0,0,0,0,0,1,15,14,2,0
mayolas,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0
"  SELECT DATE_ADD ( ""2017-06-15"", INTERVAL 10 DAY ) ;",0,2,8,0,0,9,2,0,0,1,3,0,0,0,0,0,1,24,10,2,0
SELECT MIN ( prepare )  AS accurate FROM negative,0,0,2,0,0,9,2,1,0,1,1,0,0,0,0,0,1,38,0,0,0
43790,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
DELETE FROM wooden,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0
"   SELECT desert, bell+ ', ' + immediately+ ' ' + fell+ ', ' + stairs AS lungs  FROM lift",6,0,9,0,0,19,1,1,0,0,6,0,0,0,0,0,1,52,0,6,0
SELECT gently ( s ) FROM inside INNER JOIN,0,0,2,0,0,9,5,0,0,3,3,0,0,0,0,0,1,32,0,0,0
"   SELECT composition, slope+ ', ' + where+ ' ' + truth+ ', ' + carbon AS storm  FROM came",6,0,9,0,0,19,2,1,0,1,7,0,0,0,0,0,1,53,0,6,0
sempronia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
SELECT option_value FROM wp_options WHERE option_name  =  '_houzez_property_status_3142' LIMIT 1,2,0,2,0,0,10,1,0,0,0,1,0,0,0,0,0,1,70,5,2,0
SELECT * FROM cutting WHERE flat  BETWEEN 10 AND 20,0,0,0,0,0,10,3,0,0,4,5,0,0,0,0,0,1,36,4,0,0
"INSERT INTO down  ( myself, important, coal )  VALUES  ( 'while', 'scientific', 'fourth' )  ",6,0,14,0,0,14,4,0,0,3,3,0,0,0,0,0,1,60,0,6,0
SELECT DISTINCT region FROM necessary,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,1,33,0,0,0
SELECT CEILING ( 25 ) ;,0,0,3,0,0,6,2,0,0,1,1,0,0,0,0,0,1,13,2,0,0
gall20o,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,5,2,0,0
SELECT outline FROM worker UNION ALL SELECT start FROM soap ORDER BY dot,0,0,0,0,0,13,9,0,0,4,4,0,0,0,0,0,2,60,0,0,0
SELECT * FROM even FETCH FIRST 50 PERCENT ROWS ONLY,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,39,2,0,0
SELECT * FROM notice FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM cross,0,0,0,0,0,16,2,0,0,1,3,0,0,0,0,0,2,59,3,0,0
"  SELECT instance,myself,loose FROM world LEFT JOIN Orders ON disease.harderID =  eaten.affect ORDER BY enough.lucky",0,0,5,0,0,14,8,1,0,5,6,0,0,0,0,1,1,94,0,0,0
kin-yee,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,0,6,0,0,0
6.1724E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0
SELECT * FROM running WHERE    NOT rocky = 'involved',2,0,2,0,0,9,3,0,0,3,5,0,0,0,0,0,1,38,0,2,0
toperzer1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0
SELECT * FROM remarkable 3 SELECT * FROM end,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,2,33,1,0,0
SELECT * FROM remember 3,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,18,1,0,0
" SELECT Orders.OrderID, Customers.CustomerName, Shippers.ShipperName FROM   (  (  Orders INNER JOIN Customers ON Orders.CustomerID  =  Customers.CustomerID )   INNER JOIN Shippers ON Orders.ShipperID  =  Shippers.ShipperID ) ;",0,0,14,0,0,25,12,0,0,9,11,0,0,0,0,0,1,175,0,0,0
cretas,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
SELECT * FROM automobile 3,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1,20,1,0,0
SELECT COUNT ( DISTINCT visit )  FROM prove,0,0,2,0,0,8,2,0,0,1,1,0,0,0,0,0,1,33,0,0,0
4.27735E+15,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0
SELECT surface ( s FROM pan RIGHT JOIN,0,0,1,0,0,8,3,0,0,1,1,0,0,0,0,0,1,30,0,0,0
DELETE FROM right WHERE gather = 'already',2,0,2,0,0,7,0,1,0,0,1,0,0,0,0,0,1,33,0,2,0
"  SELECT molecular,my FROM attempt WHERE principle = 'far' UNION SELECT want, behind FROM bigger",2,0,4,0,0,14,6,0,0,2,3,0,0,0,0,0,2,76,0,2,0
SELECT highway ( s )  FROM which FULL OUTER JOIN,0,0,2,0,0,10,3,0,0,1,1,0,0,0,0,0,1,36,0,0,0
"INSERT INTO north ( living, surface, author, desk, straw, sit )  VALUES  ( 'fuel', 'strip'. which', 'trick', 'instrument', 'weigh', 'inch' )  ",13,0,28,0,0,21,8,0,0,7,7,0,0,0,0,0,1,90,0,13,0
SELECT * FROM younger WHERE could LIKE '%chart%',2,0,2,0,0,8,2,1,2,1,4,0,0,0,0,0,1,36,0,2,0
" SELECT * FROM direction ORDER BY atom ASC, swimming DESC",0,0,1,0,0,10,6,1,0,2,3,0,0,0,0,0,1,45,0,0,0
"  SELECT excellent,funny FROM salt WHERE but = 'means' UNION SELECT muscle, percent FROM statement",2,0,4,0,0,14,4,0,0,0,1,0,0,0,0,0,2,78,0,2,0
"   SELECT COUNT ( negative ) , mad FROM bend BY story",0,0,3,0,0,11,2,0,0,1,1,0,0,0,0,0,1,37,0,0,0
recerdo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
SELECT * FROM ranch WHERE instead = 'gas'  OR travel = 'variety',4,0,4,0,0,12,3,1,0,2,5,0,0,0,0,0,1,45,0,4,0
1689,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SELECT * FROM spite FETCH FIRST 50 PERCENT ROWS ONLY,0,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,40,2,0,0
SELECT cat ( s ) FROM sudden INNER JOIN,0,0,2,0,0,9,4,0,0,2,2,0,0,0,0,0,1,29,0,0,0
"c/ juan de bustamante, 30, 10b",0,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,18,4,0,0
SELECT TOP 50 PERCENT * FROM wind,0,0,0,0,0,7,2,0,0,1,2,0,0,0,0,0,1,24,2,0,0
ramiz,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
SELECT * FROM cake WHERE skill = 'bottom'  AND  ( strike = 'interior' OR aloud = 'couple' ) ,6,0,8,0,0,18,5,0,0,5,9,0,0,0,0,0,1,60,0,6,0
3814,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
forsyne@velaconsultores.mx,0,0,1,0,0,1,2,0,0,2,2,0,0,0,0,0,0,24,0,0,0
"cuesta sagrado corazon, 155 5?a",0,0,2,0,0,5,1,0,0,1,1,0,0,0,0,0,0,21,4,0,0
SELECT MAX (  column_name  )  FROM table_name WHERE condition ;,0,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,1,46,0,0,0
barnett@micaelagriga.mw,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
SELECT * FROM plain WHERE whole = 'zoo' LIMIT 3,2,0,2,0,0,10,2,0,0,1,3,0,0,0,0,0,1,33,1,2,0
SELECT * FROM split WHERE letter = 'fur'  OR applied = 'most',4,0,4,0,0,12,2,0,0,1,4,0,0,0,0,0,1,42,0,4,0
SELECT Count ( * )  AS noon,0,0,2,0,0,7,1,1,0,0,1,0,0,0,0,0,1,17,0,0,0
